"","ensemble.id","human.disease"
"1781","ENSP00000370023","HELLP syndrome, maternal, of pregnancy, 609016 (3)  "
"1782","ENSP00000370023","LCHAD deficiency, 609016 (3)  "
"1783","ENSP00000370023","Trifunctional protein deficiency, 609015 (3)  "
"1784","ENSP00000370119","{Spinal muscular atrophy, type III, modifier of}, 253400 (3)  "
"1785","ENSP00000370208","Epilepsy, progressive myoclonic 3, 611726 (3)  "
"1786","ENSP00000370223","Retinitis pigmentosa-46 (3)  "
"1787","ENSP00000370297","Pleuropulmonary blastoma, 601200 (3)  "
"1788","ENSP00000370297","{Atopy, susceptibility to}, 147050 (3)  "
"1789","ENSP00000370388","Encephalopahty, lethal, due to defective mitochondrial peroxisomal fission (3)  "
"1790","ENSP00000370745","Warsaw breakage syndrome, 613398 (3)  "
"1791","ENSP00000370839","Muscular dystrophy, limb-girdle, type 2E, 604286 (3)  "
"1792","ENSP00000371152","Farber lipogranulomatosis, 228000 (3)  "
"1793","ENSP00000371294","Cystinosis, atypical nephropathic (3)  "
"1794","ENSP00000371294","Cystinosis, late-onset juvenile or adolescent nephropathic, 219900 (3)  "
"1795","ENSP00000371294","Cystinosis, nephropathic, 219800 (3)  "
"1796","ENSP00000371294","Cystinosis, ocular nonnephropathic, 219750 (3)  "
"1797","ENSP00000371336","Arthrogryposis multiplex congenita, distal, type 2B, 601680 (3)  "
"1798","ENSP00000371469","von Hippel-Lindau disease, modification of, 193300 (3)  "
"1799","ENSP00000371469","{Colorectal cancer, susceptibility to}, 114500 (3)  "
"1800","ENSP00000371483","Pulmonary alveolar microlithiasis, 265100 (3)  "
"1801","ENSP00000371483","Testicular microlithiasis, 610441 (3) (?)  "
"1802","ENSP00000371517","Alpha-methylacyl-CoA racemase deficiency (3)  "
"1803","ENSP00000371517","Bile acid synthesis defect, congenital, 4, 214950 (3)  "
"1804","ENSP00000371532","Cerebellar hypoplasia and mental retardation with or without quadrupedal locomotion 1, 224050 (3)  "
"1805","ENSP00000371634","{Diabetes mellitus, noninsulin-dependent, susceptibility to}, 125853 (3)  "
"1806","ENSP00000371818","Surfactant metabolism dysfunction, pulmonary, 3, 610921 (3)  "
"1807","ENSP00000371890","Cranioectodermal dysplasia, 218330 (3)  "
"1808","ENSP00000371975","Rett syndrome, congenital variant, 613454 (3)  "
"1809","ENSP00000372023","Li-Fraumeni syndrome, 609265 (3)  "
"1810","ENSP00000372023","Osteosarcoma, somatic, 259500 (3)  "
"1811","ENSP00000372023","{Breast and colorectal cancer, susceptibility to} (3)  "
"1812","ENSP00000372023","{Breast cancer, susceptibility to}, 114480 (3)  "
"1813","ENSP00000372023","{Prostate cancer, familial, susceptibility to}, 176807 (3)  "
"1814","ENSP00000372088","Fanconi anemia, complementation group 0, 613390 (3)  "
"1815","ENSP00000372088","{Breast cancer, susceptibility to}, 114480 (3)  "
"1816","ENSP00000372088","{Breast-ovarian cancer, familial, susceptibility to, 3}, 613399 (3)  "
"1817","ENSP00000372193","Osteopetrosis, autosomal dominant 2, 166600 (3)  "
"1818","ENSP00000372193","Osteopetrosis, autosomal recessive 4, 611490 (3)  "
"1819","ENSP00000372645","Ehlers-Danlos due to tenascin X deficiency, 606408 (3)  "
"1820","ENSP00000372645","Ehlers-Danlos syndrome, hypermobility type, 130020 (3)  "
"1821","ENSP00000373073","Urocanase deficiency, 276880 (3)  "
"1822","ENSP00000373298","Endplate acetylcholinesterase deficiency, 603034 (3)  "
"1823","ENSP00000373570","Albinism, oculocutaneous, type III, 203290 (3)  "
"1824","ENSP00000373691","Thryoid dyshormonogenesis 6, 607200 (3)  "
"1825","ENSP00000373700","Brachydactyly, type A2, 112600 (3)  "
"1826","ENSP00000373700","Chrondrodysplasia, acromesomelic, with genital anomalies, 609441 (3)  "
"1827","ENSP00000373700","Fibrodysplasia ossificans progressiva, 135100 (3)  "
"1828","ENSP00000373700","Galactokinase deficiency with cataracts, 230200 (3)  "
"1829","ENSP00000373700","Juvenile polyposis syndrome, infantile form, 174900 (3)  "
"1830","ENSP00000373700","Loeys-Dietz syndrome, type 1A, 609192 (3)  "
"1831","ENSP00000373700","Loeys-Dietz syndrome, type 2A, 608967 (3)  "
"1832","ENSP00000373700","Pancreatic cancer, somatic (3)  "
"1833","ENSP00000373700","Polyposis syndrome, hereditary mixed, 2, 610069 (3)  "
"1834","ENSP00000373700","Polyposis, juvenile intestinal, 174900 (3)  "
"1835","ENSP00000373700","Telangiectasia, hereditary hemorrhagic, type 2, 600376 (3)  "
"1836","ENSP00000373700","{Neuroblastoma, susceptibility to, 3}, 613014 (3)  "
"1837","ENSP00000373918","Charcot-Marie-Tooth disease, type 2D, 601472 (3)  "
"1838","ENSP00000373918","Neuropathy, distal hereditary motor, type V, 600794 (3)  "
"1839","ENSP00000374303","COACH syndrome, 216360 (3)  "
"1840","ENSP00000374303","Joubert syndrome 9, 612285 (3)  "
"1841","ENSP00000374303","Meckel syndrome, type 6, 612284 (3)  "
"1842","ENSP00000374620","{Codeine sensitivity}, 608902 (3)  "
"1843","ENSP00000374620","{Debrisoquine sensitivity}, 608902 (3)  "
"1844","ENSP00000375748","[Bombay phenotype] (3)  "
"1845","ENSP00000375748","{Norwalk virus infection, resistance to} (3)  "
"1846","ENSP00000375748","{Vitamin B12 plasma level QTL1}, 612542 (3)  "
"1847","ENSP00000375809","Cerebrooculofacioskeletal syndrome 2, 610756 (3)  "
"1848","ENSP00000375809","Trichothiodystrophy, 601675 (3)  "
"1849","ENSP00000375809","Xeroderma pigmentosum, group D, 278730 (3)  "
"1850","ENSP00000375873","{Inflammatory bowel disease 10}, 611081 (3)  "
"1851","ENSP00000375892","Diabetes mellitus, type II, 125853 (3)  "
"1852","ENSP00000375942","Colorectal cancer, hereditary nonpolyposis, type 5 (3)  "
"1853","ENSP00000375942","Cutis laxa with severe pulmonary, gastrointestinal, and urinary abnormalities, 613177 (3)  "
"1854","ENSP00000375942","Endometrial cancer, familial, 608089 (3)  "
"1855","ENSP00000375942","Glaucoma 3, primary congenital, D, 613086 (3)  "
"1856","ENSP00000375942","Leukemia, acute T-cell lymphoblastic (3)  "
"1857","ENSP00000375942","Mismatch repair cancer syndrome, 276300 (3)  "
"1858","ENSP00000375942","Schinzel-Giedion midface retraction syndrome, 269150 (3)  "
"1859","ENSP00000375942","Spinocerebellar ataxia 17, 607136 (3)  "
"1860","ENSP00000375942","Tooth agenesis, selective, 6, 613097 (3)  "
"1861","ENSP00000375942","{Autism susceptibility 17}, 613436 (3)  "
"1862","ENSP00000375942","{Parkinson disease, susceptibility to}, 168600 (3)  "
"1863","ENSP00000375959","Bjornstad syndrome, 262000 (3)  "
"1864","ENSP00000375959","GRACILE syndrome, 603358 (3)  "
"1865","ENSP00000375959","Leigh syndrome, 256000 (3)  "
"1866","ENSP00000375959","Mitochondrial complex III deficiency, 124000 (3)  "
"1867","ENSP00000376037","Cytochrome c oxidase deficiency, 220110 (3)  "
"1868","ENSP00000376176","Osteolysis, familial expansile, 174810 (3)  "
"1869","ENSP00000376176","Osteopetrosis, autosomal recessive 2, 259710 (3)  "
"1870","ENSP00000376176","Osteopetrosis, autosomal recessive 7, 612301 (3)  "
"1871","ENSP00000376176","Paget disease of bone, 602080 (3)  "
"1872","ENSP00000376176","{Encephalopathy, acute necrotizing 1}, 608033 (3)  "
"1873","ENSP00000376214","Adenosine triphosphate, elevated, of erythrocytes, 102900 (3)  "
"1874","ENSP00000376214","Pyruvate kinase deficiency, 266200 (3)  "
"1875","ENSP00000376487","Hyper-IgD syndrome, 260920 (3)  "
"1876","ENSP00000376487","Mevalonic aciduria, 610377 (3)  "
"1877","ENSP00000376628","Overgrowth syndrome (3)  "
"1878","ENSP00000376628","Renal cell carcinoma, 144700 (3)  "
"1879","ENSP00000376695","Long QT syndrome-2, 613688 (3)  "
"1880","ENSP00000376695","Short QT syndrome-1, 609620 (3)  "
"1881","ENSP00000376695","{Long QT syndrome-2, acquired, susceptibility to}, 613688 (3)  "
"1882","ENSP00000376776","Dopamine beta-hydroxylase deficiency, 223360 (3)  "
"1883","ENSP00000376776","[Dopamine-beta-hydroxylase activity levels, plasma] (3)  "
"1884","ENSP00000376783","Pleuropulmonary blastoma, 601200 (3)  "
"1885","ENSP00000376998","Epilepsy, familial adult myoclonic, 3 (2)  "
"1886","ENSP00000377040","Hyperlysinemia, 238700 (3)  "
"1887","ENSP00000377040","Saccharopinuria, 268700 (1)  "
"1888","ENSP00000377099","Congenital cataracts, facial dysmorphism, and neuropathy, 604168 (3)  "
"1889","ENSP00000377099","Spinocerebellar ataxia, autosomal recessive with axonal neuropathy, 607250 (3)  "
"1890","ENSP00000377191","Cutis laxa, marfanoid neonatal type (1) (?)  "
"1891","ENSP00000377446","Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria), 245400 (3)  "
"1892","ENSP00000377530","Adenoma, periampullary, somatic (3)  "
"1893","ENSP00000377530","Adenomatous polyposis coli, 175100 (3)  "
"1894","ENSP00000377530","Allan-Herndon-Dudley syndrome, 300523 (3)  "
"1895","ENSP00000377530","Amyotrophic lateral sclerosis 8, 608627 (3)  "
"1896","ENSP00000377530","Arterial calcification, generalized, of infancy, 208000 (3)  "
"1897","ENSP00000377530","Ataxia, posterior column, with retinitis pigmentosa, 609033 (3)  "
"1898","ENSP00000377530","Brain tumor-polyposis syndrome 2 (3)  "
"1899","ENSP00000377530","Cardiomyopathy, dilated, 115200 (3) (?)  "
"1900","ENSP00000377530","Cardiomyopathy, familial hypertrophic, 4, 115197 (3)  "
"1901","ENSP00000377530","Cataract, lamellar 2, 610425 (3)  "
"1902","ENSP00000377530","Ciliary dyskinesia, primary, 1, with our without situs inversus, 244400 (3)  "
"1903","ENSP00000377530","Ciliary dyskinesia, primary, 2 (2)  "
"1904","ENSP00000377530","Ciliary dyskinesia, primary, 3, with or without situs inversus, 608644 (3)  "
"1905","ENSP00000377530","Coloboma, ocular, 120200 (3)  "
"1906","ENSP00000377530","Colon cancer, hereditary nonpolyposis, type 7 (3)  "
"1907","ENSP00000377530","Colorectal cancer, hereditary nonpolyposis, type 1, 120435 (3)  "
"1908","ENSP00000377530","Colorectal cancer, hereditary nonpolyposis, type 2, 609310 (3)  "
"1909","ENSP00000377530","Colorectal cancer, hereditary nonpolyposis, type 3 (3)  "
"1910","ENSP00000377530","Colorectal cancer, hereditary nonpolyposis, type 4 (3)  "
"1911","ENSP00000377530","Colorectal cancer, hereditary nonpolyposis, type 5 (3)  "
"1912","ENSP00000377530","Colorectal cancer, hereditary nonpolyposis, type 6 (3)  "
"1913","ENSP00000377530","Colorectal cancer, hereditary nonpolyposis, type I, 613244 (3)  "
"1914","ENSP00000377530","Colorectal cancer, somatic, 114500 (3)  "
"1915","ENSP00000377530","Colorectal cancer, somatic, 114500 (3)  "
"1916","ENSP00000377530","Cone-rod dystrophy 15, 613660 (3)  "
"1917","ENSP00000377530","Corneal dystrophy polymorphous posterior, 2, 609140 (3)  "
"1918","ENSP00000377530","Corneal dystrophy, Fuchs endothelial, 1, 136800 (3)  "
"1919","ENSP00000377530","Corneal dystrophy, Fuchs endothelial, 6, 613270 (3)  "
"1920","ENSP00000377530","Corneal dystrophy, hereditary polymorphous posterior, 122000 (3)  "
"1921","ENSP00000377530","Corneal dystrophy, posterior polymorphous, 3, 609141 (3)  "
"1922","ENSP00000377530","Craniofacial anomalies, empty sella turcica, corneal endothelial changes, and abnormal retinal and auditory bipolar cells (3)  "
"1923","ENSP00000377530","Darsun syndrome, 612541 (3)  "
"1924","ENSP00000377530","Deafness, autosomal recessive 23, 609533 (3)  "
"1925","ENSP00000377530","Desmoid disease, hereditary, 135290 (3)  "
"1926","ENSP00000377530","Diabetes mellitus, noninsulin-dependent, 125853 (3)  "
"1927","ENSP00000377530","Diarrhea 5, with tufting enteropathy, congenital, 613217 (3)  "
"1928","ENSP00000377530","Dupuytren contracture 1 (2)  "
"1929","ENSP00000377530","Ectodermal dysplasia, ectrodactyly, and macular dystrophy, 225280 (3)  "
"1930","ENSP00000377530","Endometrial cancer, 608089 (3)  "
"1931","ENSP00000377530","Endometrial cancer, familial, 608089 (3)  "
"1932","ENSP00000377530","Epileptic encephalopathy, early infantile, 9, 300088 (3)  "
"1933","ENSP00000377530","Esophageal cancer, somatic, 133239 (3)  "
"1934","ENSP00000377530","FG syndrome 4, 300422 (3)  "
"1935","ENSP00000377530","Folate malabsorption, hereditary, 229050 (3)  "
"1936","ENSP00000377530","Gardner syndrome (3)  "
"1937","ENSP00000377530","Gastric cancer, somatic, 613659 (3)  "
"1938","ENSP00000377530","Globozoospermia, 102530 (1) (?)  "
"1939","ENSP00000377530","Glomerulosclerosis, focal segmental, 2, 603965 (3)  "
"1940","ENSP00000377530","Glycogen storage disease I (3)  "
"1941","ENSP00000377530","Hemangioma, capillary infantile, somatic, 602089 (3)  "
"1942","ENSP00000377530","Hemochromatosis, type 2B, 613313 (3)  "
"1943","ENSP00000377530","Hepatic lipase deficiency (3)  "
"1944","ENSP00000377530","Hepatoblastoma, somatic, 114550 (3)  "
"1945","ENSP00000377530","Holoprosencephaly-3, 142945 (3)  "
"1946","ENSP00000377530","Hypercholesterolemia, familial, 3, 603776 (3)  "
"1947","ENSP00000377530","Hyperparathyroidism, neonatal, 239200 (3)  "
"1948","ENSP00000377530","Hyperphenylalaninemia, BH4-deficient, D, 264070 (3)  "
"1949","ENSP00000377530","Hypocalcemia, autosomal dominant, 146200 (3)  "
"1950","ENSP00000377530","Hypocalcemia, autosomal dominant, with Bartter syndrome (3)  "
"1951","ENSP00000377530","Hypocalciuric hypercalcemia, type I, 145980 (3)  "
"1952","ENSP00000377530","Hypoglycemia due to PCK1 deficiency (1) (?)  "
"1953","ENSP00000377530","Hypomagnesemia, primary, 248250 (3)  "
"1954","ENSP00000377530","Hypophosphatemic rickets, autosomal recessive, 2, 613312 (3)  "
"1955","ENSP00000377530","Hypotrichosis, congenital, with juvenile macular dystrophy, 601553 (3)  "
"1956","ENSP00000377530","Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome, 175050 (3)  "
"1957","ENSP00000377530","Keratoconus, 148300 (3)  "
"1958","ENSP00000377530","Klippel-Feil syndrome 1, autosomal dominant, 118100 (3)  "
"1959","ENSP00000377530","Klippel-Feil syndrome 3, autosomal dominant, 613702 (3)  "
"1960","ENSP00000377530","Loeys-Dietz syndrome, type 1B, 610168 (3)  "
"1961","ENSP00000377530","Loeys-Dietz syndrome, type 2B, 610380 (3)  "
"1962","ENSP00000377530","Lymphedema, hereditary I, 153100 (3)  "
"1963","ENSP00000377530","Mental retardation and microcephaly with pontine and cerebellar hypoplasia, 300749 (3)  "
"1964","ENSP00000377530","Mental retardation, autosomal recessive 13, 613192 (3)  "
"1965","ENSP00000377530","Microcephalic osteodysplastic primordial dwarfism, type II, 210720 (3)  "
"1966","ENSP00000377530","Microphthalmia with cataract 1 (2)  "
"1967","ENSP00000377530","Microphthalmia with cataract 2, 212550 (3)  "
"1968","ENSP00000377530","Microphthalmia with cataract 4, 610426 (3)  "
"1969","ENSP00000377530","Microphthalmia with coloboma 1 (2)  "
"1970","ENSP00000377530","Microphthalmia with coloboma 2 (2)  "
"1971","ENSP00000377530","Microphthalmia with coloboma 3, 610092 (3)  "
"1972","ENSP00000377530","Microphthalmia with coloboma 5, 611638 (3)  "
"1973","ENSP00000377530","Microphthalmia with coloboma 6, 613703 (3)  "
"1974","ENSP00000377530","Microphthalmia with coloboma 6, digenic, 613703 (3)  "
"1975","ENSP00000377530","Microphthalmia, isolated 2, 610093 (3)  "
"1976","ENSP00000377530","Microphthalmia, isolated 4, 613094 (3)  "
"1977","ENSP00000377530","Microphthalmia, isolated 7, 613704 (3)  "
"1978","ENSP00000377530","Mismatch repair cancer syndrome, 276300 (3)  "
"1979","ENSP00000377530","Mismatch repair cancer syndrome, 276300 (3)  "
"1980","ENSP00000377530","Mismatch repair cancer syndrome, 276300 (3)  "
"1981","ENSP00000377530","Mismatch repair cancer syndrome, 276300 (3)  "
"1982","ENSP00000377530","Mitochondrial complex III deficiency, 124000 (3)  "
"1983","ENSP00000377530","Mitochondrial complex III deficiency, 124000 (3)  "
"1984","ENSP00000377530","Muir-Torre syndrome, 158320 (3)  "
"1985","ENSP00000377530","Muir-Torre syndrome, 158320 (3)  "
"1986","ENSP00000377530","Neutropenia, severe congenital, autosomal recessive 4, 612541 (3)  "
"1987","ENSP00000377530","Niemann-Pick disease, type C1, 257220 (3)  "
"1988","ENSP00000377530","Niemann-Pick disease, type D, 257220 (3)  "
"1989","ENSP00000377530","Niemann-pick disease, type C2, 607625 (3)  "
"1990","ENSP00000377530","Obesity with impaired prohormone processing, 600955 (3)  "
"1991","ENSP00000377530","Omodysplasia 1, 258315 (3)  "
"1992","ENSP00000377530","Ossification of posterior longitudinal ligament of spine, 602475 (3)  "
"1993","ENSP00000377530","PCWH syndrome, 609136 (3)  "
"1994","ENSP00000377530","PEPCK deficiency, mitochondrial (1)  "
"1995","ENSP00000377530","Pachyonychia congenita, Jackson-Lawler type, 167210 (3)  "
"1996","ENSP00000377530","Pachyonychia congenita, Jackson-Lawler type, 167210 (3)  "
"1997","ENSP00000377530","Pancreatic cancer (3)  "
"1998","ENSP00000377530","Pancreatitis, hereditary, 167800 (3)  "
"1999","ENSP00000377530","Polycystic liver disease, 174050 (3)  "
"2000","ENSP00000377530","Polyposis, juvenile intestinal, 174900 (3)  "
"2001","ENSP00000377530","Pontocerebellar hypoplasia type 1, 607596 (3)  "
"2002","ENSP00000377530","Pontocerebellar hypoplasia type 2A, 277470 (3)  "
"2003","ENSP00000377530","Pontocerebellar hypoplasia type 2B, 612389 (3)  "
"2004","ENSP00000377530","Pontocerebellar hypoplasia type 2C, 612390 (3)  "
"2005","ENSP00000377530","Pontocerebellar hypoplasia type 4, 225753 (3)  "
"2006","ENSP00000377530","Pontocerebellar hypoplasia, type 6, 611523 (3)  "
"2007","ENSP00000377530","Propionicacidemia, 606054 (3)  "
"2008","ENSP00000377530","Propionicacidemia, 606054 (3)  "
"2009","ENSP00000377530","Prostate cancer 1, 176807, 601518 (3)  "
"2010","ENSP00000377530","Prostate cancer, progression and metastasis of, 603688 (3)  "
"2011","ENSP00000377530","Pyruvate carboxylase deficiency, 266150 (3)  "
"2012","ENSP00000377530","Pyruvate dehydrogenase phosphatase deficiency, 608782 (3)  "
"2013","ENSP00000377530","Renal cysts and diabetes syndrome, 137920 (3)  "
"2014","ENSP00000377530","Retinitis pigmentosa-13, 600059 (3)  "
"2015","ENSP00000377530","Simpson-Golabi-Behmel syndrome, type 1, 312870 (3)  "
"2016","ENSP00000377530","Solitary median maxillary central incisor, 147250 (3)  "
"2017","ENSP00000377530","Speech-language disorder-1, 602081 (3)  "
"2018","ENSP00000377530","Spinal muscular atrophy, late-onset, Finkel type, 182980 (3)  "
"2019","ENSP00000377530","Spinocerebellar ataxia, X-linked 1 (2)  "
"2020","ENSP00000377530","Spinocerebellar ataxia-7, 164500 (3)  "
"2021","ENSP00000377530","Spondyloepiphyseal dysplasia tarda, 313400 (3)  "
"2022","ENSP00000377530","Steatocystoma multiplex, 184500 (3)  "
"2023","ENSP00000377530","Surfactant metabolism dysfunction, pulmonary, 2, 610913 (3)  "
"2024","ENSP00000377530","Thrombophilia due to protein C deficiency, autosomal dominant, 176860 (3)  "
"2025","ENSP00000377530","Thrombophilia due to protein C deficiency, autosomal recessive, 612304 (3)  "
"2026","ENSP00000377530","Thyroid carcinoma, papillary, 188550 (3)  "
"2027","ENSP00000377530","Thyroid papillary carcinoma, 188550 (1)  "
"2028","ENSP00000377530","Tropical calcific pancreatitis, 608189 (3)  "
"2029","ENSP00000377530","Usher syndrome, type 1D/F digenic, 601067 (3)  "
"2030","ENSP00000377530","Usher syndrome, type 1F, 602083 (3)  "
"2031","ENSP00000377530","Waardenburg syndrome, type 2E, with or without neurologic involvement, 611584 (3)  "
"2032","ENSP00000377530","Waardenburg syndrome, type 4C, 613266 (3)  "
"2033","ENSP00000377530","Wilms tumor, somatic, 194070 (3)  "
"2034","ENSP00000377530","Xeroderma pigmentosum, group C, 278720 (3)  "
"2035","ENSP00000377530","[Blood group, Gerbich] (3)  "
"2036","ENSP00000377530","[Ezetimibe, nonresponse to] (3)  "
"2037","ENSP00000377530","[High density lipoprotein cholesterol level QTL 12], 612797 (3)  "
"2038","ENSP00000377530","[Skin/hair/eye pigmentation 10, blond/brown hair], 612267 (3)  "
"2039","ENSP00000377530","{?Amyloidosis, secondary, susceptibility to} (1)  "
"2040","ENSP00000377530","{Amyotrophic lateral sclerosis-parkinsonism/dementia complex 1, susceptibility to}, 105500 (3)  "
"2041","ENSP00000377530","{Diabetes mellitus, non-insulin-dependent, susceptibility to}, 125853 (3)  "
"2042","ENSP00000377530","{Diabetes mellitus, noninsulin-dependent}, 125853 (3)  "
"2043","ENSP00000377530","{Epilepsy, idiopathic generalized, susceptibility to, 8}, 612899 (3)  "
"2044","ENSP00000377530","{Fibrocalculous pancreatic diabetes, susceptibility to} (3)  "
"2045","ENSP00000377530","{Hypertension, salt-sensitive essential, susceptibility to}, 145500 (3)  "
"2046","ENSP00000377530","{Low density lipoprotein cholesterol level QTL 1} (3)  "
"2047","ENSP00000377530","{Malaria, resistance to}, 611162 (3)  "
"2048","ENSP00000377530","{Nasopharyngeal carcinoma 1} (2)  "
"2049","ENSP00000377530","{Nasopharyngeal carcinoma, susceptibility to, 2} (2)  "
"2050","ENSP00000377530","{Obesity, susceptibility to, BMIQ12}, 612362 (3)  "
"2051","ENSP00000377530","{Obesity, susceptibility to}, 601665 (3)  "
"2052","ENSP00000377530","{Ovarian cancer, somatic}, 167000 (3)  "
"2053","ENSP00000377530","{Prostate cancer aggressiveness QTL}, 176807 (2)  "
"2054","ENSP00000377530","{Prostate cancer, hereditary, 10} (2)  "
"2055","ENSP00000377530","{Prostate cancer, hereditary, 11} (2)  "
"2056","ENSP00000377530","{Prostate cancer, hereditary, 12}, 611868 (3)  "
"2057","ENSP00000377530","{Prostate cancer, hereditary, 13}, 611928 (3)  "
"2058","ENSP00000377530","{Prostate cancer, hereditary, 14} (2)  "
"2059","ENSP00000377530","{Prostate cancer, hereditary, 15} (2)  "
"2060","ENSP00000377530","{Prostate cancer, hereditary, 5}, 176807 (2)  "
"2061","ENSP00000377530","{Prostate cancer, hereditary, 7} (2)  "
"2062","ENSP00000377530","{Prostate cancer, hereditary, 9} (2)  "
"2063","ENSP00000377530","{Prostate cancer, hereditary, X-linked 1} (2)  "
"2064","ENSP00000377530","{Prostate cancer, hereditary, X-linked 2} (2)  "
"2065","ENSP00000377530","{Prostate cancer, susceptibility to, 3}, 176807 (2)  "
"2066","ENSP00000377530","{Prostate cancer, susceptibility to, 4}, 176807 (2)  "
"2067","ENSP00000377530","{Prostate cancer, susceptibility to}, 176807 (2)  "
"2068","ENSP00000377530","{Prostate cancer, susceptibility to}, 176807 (2)  "
"2069","ENSP00000377530","{Prostate cancer, susceptibility to}, 176807 (3)  "
"2070","ENSP00000377530","{Renal cell carcinoma}, 144700 (3)  "
"2071","ENSP00000377571","Neuropathy, distal hereditary motor, type VIIB, 607641 (3)  "
"2072","ENSP00000377571","Perry syndrome, 168605 (3)  "
"2073","ENSP00000377571","{Amyotrophic lateral sclerosis, susceptibility to}, 105400 (3)  "
"2074","ENSP00000377674","Sulfite oxidase deficiency, 272300 (3)  "
"2075","ENSP00000377756","Bardet-Biedl syndrome 3, 209900 (3)  "
"2076","ENSP00000377756","Retinitis pigmentosa 55, 613575 (3)  "
"2077","ENSP00000377756","{Bardet-Biedl syndrome 1, modifier of}, 209900 (3)  "
"2078","ENSP00000378044","Cardiac arrhythmia, ankyrin-B-related, 600919 (3)  "
"2079","ENSP00000378044","HARP syndrome, 607236 (3)  "
"2080","ENSP00000378044","Long QT syndrome-4, 600919 (3)  "
"2081","ENSP00000378044","Neurodegeneration with brain iron accumulation 1, 234200 (3)  "
"2082","ENSP00000378044","{Autism susceptibility 17}, 613436 (3)  "
"2083","ENSP00000378298","Anxiety-related personality traits, 607834 (3)  "
"2084","ENSP00000378298","{Obsessive-compulsive disorder 1}, 164230 (3)  "
"2085","ENSP00000378408","Congenital disorder of glycosylation, type Ij, 608093 (3)  "
"2086","ENSP00000378408","Ehlers-Danlos syndrome, progeroid form, 130070 (3)  "
"2087","ENSP00000378408","Hypobetalipoproteinemia, familial, 2, 605019 (3)  "
"2088","ENSP00000378408","{Reduced triglycerides, susceptibility to} (3)  "
"2089","ENSP00000378491","Hypercholanemia, familial, 607748 (3)  "
"2090","ENSP00000378669","Glycogen storage disease XII, 611881 (3)  "
"2091","ENSP00000378813","Leukemia, acute lymphoblastic (1)  "
"2092","ENSP00000378820","Deafness, autosomal recessive 23, 609533 (3)  "
"2093","ENSP00000378820","Usher syndrome, type 1D/F digenic, 601067 (3)  "
"2094","ENSP00000378820","Usher syndrome, type 1F, 602083 (3)  "
"2095","ENSP00000378879","Brody myopathy, 601003 (3)  "
"2096","ENSP00000379029","Fibrosis of extraocular muscles, congenital, 1, 135700 (3)  "
"2097","ENSP00000379029","Fibrosis of extraocular muscles, congenital, 3B, 135700 (3)  "
"2098","ENSP00000379386","Lactate dehydrogenase-B deficiency (3)  "
"2099","ENSP00000379503","Pyruvate dehydrogenase phosphatase deficiency, 608782 (3)  "
"2100","ENSP00000379629","Multiple endocrine neoplasia, type IV, 610755 (3)  "
"2101","ENSP00000379712","Mental retardation, X-linked 1, 309530 (3)  "
"2102","ENSP00000379877","Adrenoleukodystrophy, neonatal, 202370 (3)  "
"2103","ENSP00000379877","Zellweger syndrome, 214100 (3)  "
"2104","ENSP00000245503","Inclusion body myopathy-3, 605637 (3)"
"2105","ENSP00000380514","[Glyoxalase II deficiency] (1)  "
"2106","ENSP00000380793","Congenital disorder of glycosylation, type Id, 601110 (3)  "
"2107","ENSP00000381234","Homocystinuria, B6-responsive and nonresponsive types, 236200 (3)  "
"2108","ENSP00000381234","Thrombosis, hyperhomocysteinemic, 236200 (3)  "
"2109","ENSP00000381448","Cerebral amyloid angiopathy, 105150 (3)  "
"2110","ENSP00000381448","Macular degeneration, age-related, 11, 611953 (3)  "
"2111","ENSP00000382340","[Axillary odor, variation in], 117800 (3)  "
"2112","ENSP00000382340","[Colostrum secretion, variation in], 117800 (3)  "
"2113","ENSP00000382340","[Earwax, wet/dry], 117800 (3)  "
"2114","ENSP00000382362","Prostate cancer, progression and metastasis of, 603688 (3)  "
"2115","ENSP00000382670","Deafness, autosomal recessive 25, 613285 (3)  "
"2116","ENSP00000382908","Mitochondrial complex I deficiency, 252010 (3)  "
"2117","ENSP00000383706","Spinal muscular atrophy, distal, autosomal recessive, 4, 611067 (3)  "
"2118","ENSP00000384048","{Alzheimer disease, susceptibility to}, 104300 (3)  "
"2119","ENSP00000384084","Hermansky-Pudlak syndrome 7, 203300 (3)  "
"2120","ENSP00000384084","{Schizophrenia}, 181500 (2)  "
"2121","ENSP00000384247","Diabetes mellitus, gestational, 125851 (3)  "
"2122","ENSP00000384247","Diabetes mellitus, noninsulin-dependent, late onset, 125853 (3)  "
"2123","ENSP00000384247","Diabetes mellitus, permanent neonatal, 606176 (3)  "
"2124","ENSP00000384247","Hyperinsulinemic hypoglycemia, familial, 3, 602485 (3)  "
"2125","ENSP00000384247","MODY, type II, 125851 (3)  "
"2126","ENSP00000384247","[Fasting plasma glucose level QTL 5], 613463 (3)  "
"2127","ENSP00000384296","Aminoacylase 1 deficiency, 609924 (3)  "
"2128","ENSP00000384408","Carotid intimal medial thickness 1, 609338 (3)  "
"2129","ENSP00000384408","Insulin resistance, severe, digenic, 604367 (3)  "
"2130","ENSP00000384408","Lipodystrophy, familial partial, type 3, 604367 (3)  "
